cd_cnpj;de_ramo_atividade;cd_ramo_atividade;nu_ordem;cd_divisao
644718000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
646104000330;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;4642701;00;46
655776000140;LABORATORIOS CLINICOS;8640202;00;86
663416000190;ENSINO DE IDIOMAS;8593700;00;85
672715000190;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;00;45
672715000190;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;4530703;01;45
672715000190;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4729699;02;47
672715000190;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4731800;03;47
672715000190;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4784900;04;47
680467000120;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;4789007;00;47
685085000350;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;8541400;00;85
689723000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
694511000150;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4784900;00;47
696154000160;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412602;00;14
697315000130;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
702543000150;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;00;47
702543000150;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;8299799;01;82
702587000180;CONSTRUCAO DE EDIFICIOS;4120400;00;41
702587000180;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;4299501;01;42
722307000520;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4759899;00;47
722307000520;COMERCIO VAREJISTA DE CALCADOS;4781400;01;47
722307000520;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;4782201;02;47
723401000170;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
727665000100;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;4299599;00;42
727665000100;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4399199;01;43
728473000100;AGENCIAS DE PUBLICIDADE;6201501;00;62
728473000100;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;7311400;01;73
728473000100;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;7490199;02;74
728473000100;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;03;82
731859000170;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;00;45
739428000150;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
742297000160;CONSTRUCAO DE EDIFICIOS;4120400;00;41
742297000160;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;4299501;01;42
742829000160;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;00;47
742829000160;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS;6203100;01;62
742829000160;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;6209100;02;62
742829000160;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;8599603;03;85
742829000160;TREINAMENTO EM INFORMATICA;9511800;04;95
745285000190;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;00;47
747627000100;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
768481000180;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;00;47
770482000240;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;7711000;00;77
772969000180;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;00;47
773591000130;EDICAO INTEGRADA A IMPRESSAO DE JORNAIS DIARIOS;5822101;00;58
776542000150;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;4763604;00;47
777622000120;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;1053800;00;10
779375000100;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;00;82
785319000170;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;4723700;00;47
785319000170;COMERCIO VAREJISTA DE BEBIDAS;5611202;01;56
785319000170;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;02;56
786393000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
786393000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
786393000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
793045000160;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
794504000120;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;9329804;00;93
797109000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
798373000150;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;4511101;00;45
798373000150;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;01;45
798373000150;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS;4512902;02;45
798373000150;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS;4541203;03;45
798373000150;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;4541204;04;45
799074000130;ATIVIDADES DE CONTABILIDADE;6920601;00;69
806245000100;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4743100;00;47
806245000100;COMERCIO VAREJISTA DE VIDROS;4789099;01;47
806902000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
806902000110;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
806902000110;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
818576000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
821585000100;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
830899000170;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;1053800;00;10
833416000190;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
834577000280;COMERCIO VAREJISTA DE MATERIAL ELETRICO;4520001;00;45
834577000280;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;4742300;01;47
835013000180;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
835013000180;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;01;47
837158000200;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
837158000200;SERVICOS DE CREMACAO;9603302;01;96
837158000200;SERVICOS DE FUNERARIAS;9603303;02;96
837158000200;SERVICOS DE SEPULTAMENTO;9603304;03;96
837158000200;SERVICOS DE SOMATOCONSERVACAO;9603305;04;96
837361002050;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;8630599;00;86
839279000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
839279000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
839279000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
844496000260;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
845050000170;RESTAURANTES E SIMILARES;5611201;00;56
849004000300;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
849004000300;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4784900;01;47
849629000100;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;8541400;00;85
849629000100;ATIVIDADES DE APOIO A GESTAO DE SAUDE;8599604;01;85
849629000100;ATIVIDADES DE FONOAUDIOLOGIA;8630502;02;86
849629000100;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;8650006;03;86
849629000100;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8660700;04;86
850697000190;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;00;47
853547000130;FABRICACAO DE PRODUTOS PARA INFUSAO CHA, MATE, ETC;1099605;00;10
868325000190;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;00;14
868325000190;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412603;01;14
870587000190;CONSTRUCAO DE RODOVIAS E FERROVIAS;4211101;00;42
871185000100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4712100;00;47
871185000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4722901;01;47
873003000130;CABELEIREIROS, MANICURE E PEDICURE;9602501;00;96
875365000240;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4755503;00;47
878691000120;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
882988000240;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;7722500;00;77
890545000110;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;00;47
897996000180;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;00;46
911177000140;ADMINISTRACAO DE CAIXAS ESCOLARES;7020400;00;70
911177000140;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;8550301;01;85
911177000140;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;8550302;02;85
911525000260;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;9512600;00;95
914240000100;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;4613300;00;46
926222000130;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
933854000120;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;7810800;00;78
933854000120;SELECAO E AGENCIAMENTO DE MAODEOBRA;7830200;01;78
935399000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
941253000160;LABORATORIOS CLINICOS;8640202;00;86
945308000100;ESTACIONAMENTO DE VEICULOS;5223100;00;52
946524000170;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
947238000200;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;7490101;00;74
959063000170;CONDOMINIOS PREDIAIS;8112500;00;81
961704000120;ADMINISTRACAO DE CAIXAS ESCOLARES;7020400;00;70
961704000120;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;8550301;01;85
961704000120;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;8550302;02;85
974808000250;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;00;47
984999000150;CONSTRUCAO DE EDIFICIOS;4120400;00;41
984999000150;INSTALACAO E MANUTENCAO ELETRICA;4299599;01;42
984999000150;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;4313400;02;43
984999000150;OBRAS DE TERRAPLENAGEM;4321500;03;43
984999000150;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;4322301;04;43
985027000180;AGENCIAS DE VIAGENS;4924800;00;49
985027000180;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4929904;01;49
985027000180;OUTROS TRANSPORTES RODOVIARIOS DE PASSAGEIROS NAO ESPECIFICADOS ANTERIORMENTE;4929999;02;49
985027000180;TRANSPORTE ESCOLAR;4930202;03;49
985027000180;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;7911200;04;79
990551000140;EDICAO INTEGRADA A IMPRESSAO DE REVISTAS;5823900;00;58
996072000130;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;4330499;00;43
1000749000100;CONDOMINIOS PREDIAIS;8112500;00;81
1001237000150;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520002;00;45
1001237000150;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4530703;01;45
1002083000110;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4729699;00;47
1005943000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
1009319000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
1009694000190;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
1014455000200;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
1018806000170;CABELEIREIROS, MANICURE E PEDICURE;9602501;00;96
1019805000140;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;00;45
1020470000180;COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS;4617600;00;46
1020470000180;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4623106;01;46
1020470000180;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;4711302;02;47
1020470000180;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;4784900;03;47
1024166000100;SERVICOS ADVOCATICIOS;6911701;00;69
1027555000190;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;7490101;00;74
1032172000100;ATIVIDADES DE ENFERMAGEM;8650001;00;86
1032404000120;ATIVIDADES PAISAGISTICAS;0122900;00;01
1032404000120;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;0142300;01;01
1032404000120;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;4789002;02;47
1032404000120;HOTEIS;5510801;03;55
1032404000120;PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL, CERTIFICADAS;8130300;04;81
1035905000160;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE;0162899;00;01
1035905000160;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;9319199;01;93
1051495000140;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;00;46
1052752000240;FORMACAO DE CONDUTORES;8599601;00;85
1054930000190;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
1054930000190;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
1054930000190;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
1060651000130;ATIVIDADE ODONTOLOGICA;8630504;00;86
1065563000120;EDUCACAO INFANTIL  PREESCOLA;8512100;00;85
1065563000120;ENSINO FUNDAMENTAL;8513900;01;85
1073135000140;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
1078141000190;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;00;47
1078141000190;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4755503;01;47
1078141000190;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;4781400;02;47
1078141000190;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4782201;03;47
1078141000190;COMERCIO VAREJISTA DE CALCADOS;4782202;04;47
1079001000640;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;7722500;00;77
1079611000130;ATIVIDADES DE FISIOTERAPIA;8650004;00;86
1079611000130;ATIVIDADES DE TERAPIA OCUPACIONAL;8650005;01;86
1082057000140;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530701;00;45
1082379000270;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;8511200;00;85
1082379000270;EDUCACAO INFANTIL  CRECHE;8599699;01;85
1082379000270;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;8800600;02;88
1082379000270;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;9430800;03;94
1085672000100;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;2539001;00;25
1085672000100;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;2542000;01;25
1091704000180;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4789099;00;47
1094594000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;00;47
1095558000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;00;47
1098983001690;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;4782201;00;47
1098983001690;COMERCIO VAREJISTA DE CALCADOS;4782202;01;47
1103741000160;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9499500;00;94
1105719000150;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;0161001;00;01
1105719000150;SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA;0161003;01;01
1105719000150;SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS;0161099;02;01
1118543000170;ATIVIDADES PAISAGISTICAS;4120400;00;41
1118543000170;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4744099;01;47
1118543000170;CONSTRUCAO DE EDIFICIOS;8130300;02;81
1118707000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;00;47
1119483000100;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1412602;00;14
1120921000150;COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS;4669999;00;46
1120921000150;COMERCIO ATACADISTA DE RESIDUOS DE PAPEL E PAPELAO;4687701;01;46
1120921000150;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;4687702;02;46
1120921000150;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS, EXCETO DE PAPEL E PAPELAO;4687703;03;46
1123756000190;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;4753900;00;47
1123756000190;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4759899;01;47
1127905000190;COMERCIO VAREJISTA DE LIVROS;4761001;00;47
1133587000250;FUNDICAO DE FERRO E ACO;2451200;00;24
1135902000360;COMERCIO VAREJISTA DE BEBIDAS;4723700;00;47
1137127000110;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
1137127000110;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
1137127000110;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
1147528000150;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;00;47
1149953008910;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;6436100;00;64
1151931000820;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;00;47
1153567000160;ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS;7729201;00;77
1154237000270;ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA NAO ESPECIFICADAS ANTERIORMENTE;8640206;00;86
1154237000270;SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE, EXCETO RESSONANCIA MAGNETICA;8640207;01;86
1154237000270;SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS  ENDOSCOPIA E OUTROS EXAMES ANALOGOS;8640208;02;86
1154237000270;SERVICOS DE DIAGNOSTICO POR REGISTRO GRAFICO  ECG, EEG E OUTROS EXAMES ANALOGOS;8640209;03;86
1154237000270;SERVICOS DE RESSONANCIA MAGNETICA;8640299;04;86
1156792000150;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;00;49
1158654000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
1158654000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
1158654000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
1162447000120;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
1162447000120;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
1162447000120;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
1163650000110;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;00;94
1171643000160;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;00;45
1171954000120;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;6470101;00;64
1172379000180;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;00;47
1174997000320;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6204000;00;62
1175115000180;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;8541400;00;85
1175115000180;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;8550302;01;85
1175115000180;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;8599604;02;85
1182068000100;ENSINO FUNDAMENTAL;8513900;00;85
1185262000130;OPERADORAS DE CARTOES DE DEBITO;6619305;00;66
1185262000130;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;6619399;01;66
1185534000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;00;47
1191167000140;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;00;56
1192642000100;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;4921301;00;49
1192642000100;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;4929901;01;49
1192668000140;ENSINO DE IDIOMAS;8593700;00;85
1203962000100;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;00;94
1203962000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9493600;01;94
1203962000100;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;9499500;02;94
1214564000190;EDUCACAO INFANTIL  PREESCOLA;8512100;00;85
1227675000130;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;4651601;00;46
1227675000130;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA;4651602;01;46
1227675000130;COMERCIO ATACADISTA DE SUPRIMENTOS PARA INFORMATICA;6190699;02;61
1227675000130;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;7733100;03;77
1227675000130;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;9512600;04;95
1231970000160;ESTACIONAMENTO DE VEICULOS;4520005;00;45
1231970000160;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;5223100;01;52
1234848000490;LABORATORIOS CLINICOS;8640202;00;86
